book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4773,336245,336245,995220,45,60525657,9780060525650.0,Erin Hunter,2004.0,A Dangerous Path,"A Dangerous Path (Warriors, #5)",eng,4.42,26126,27711,727,154,522,3161,7526,16348,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4775,153779,153779,1624976,17,375814698,9780375814690.0,Tamora Pierce,2009.0,"Bloodhound (Beka Cooper, #2)","Bloodhound (Beka Cooper, #2)",eng,4.26,29414,30570,993,216,826,4450,10390,14688,https://images.gr-assets.com/books/1320443071m/153779.jpg,https://images.gr-assets.com/books/1320443071s/153779.jpg
4782,4935682,4935682,5001343,48,747594155,9780747594150.0,Angie Sage,2009.0,Syren,"Syren (Septimus Heap, #5)",eng,4.1,25245,26679,746,295,1064,5244,9193,10883,https://images.gr-assets.com/books/1327949203m/4935682.jpg,https://images.gr-assets.com/books/1327949203s/4935682.jpg
4791,277190,277190,1322254,56,689859406,9780689859400.0,"Holly Black, Tony DiTerlizzi",2004.0,The Wrath of Mulgarath,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",en-US,3.92,28129,28934,818,316,1495,7798,9786,9539,https://images.gr-assets.com/books/1358702186m/277190.jpg,https://images.gr-assets.com/books/1358702186s/277190.jpg
4800,32638,32638,1083086,47,60177241,9780060177250.0,Clive Barker,1992.0,The Thief of Always,The Thief of Always,eng,4.18,19799,22200,1275,138,613,3904,7989,9556,https://images.gr-assets.com/books/1309239541m/32638.jpg,https://images.gr-assets.com/books/1309239541s/32638.jpg
4812,646056,646056,632206,5,307162346,9780307162340.0,"Michael Teitelbaum, Sue DiCicco",1989.0,The Little Mermaid (Little Golden Storybook),The Little Mermaid,,4.36,21994,22079,71,323,756,3161,4231,13608,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4815,37739,37739,2630133,45,330398059,9780330398050.0,Judy Blume,1974.0,Blubber,Blubber,en-GB,3.78,25402,27462,961,486,1685,8274,9879,7138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4819,2213324,2213324,2219112,32,545040523,9780545040520.0,Meg Cabot,2008.0,Airhead ,"Airhead (Airhead, #1)",eng,3.77,32457,34101,2002,875,2861,9350,11142,9873,https://images.gr-assets.com/books/1260574610m/2213324.jpg,https://images.gr-assets.com/books/1260574610s/2213324.jpg
4831,5983694,5983694,6157354,25,316114278,9780316114270.0,Grace Lin,2009.0,Where the Mountain Meets the Moon,Where the Mountain Meets the Moon,eng,4.24,24371,25678,3364,412,847,3501,8419,12499,https://images.gr-assets.com/books/1344265026m/5983694.jpg,https://images.gr-assets.com/books/1344265026s/5983694.jpg
4832,125190,125190,231599,60,087923573X,9780879235730.0,Arthur Ransome,1930.0,Swallows and Amazons,"Swallows and Amazons (Swallows and Amazons, #1)",eng,3.98,21716,23051,712,642,1298,4729,7511,8871,https://images.gr-assets.com/books/1277148503m/125190.jpg,https://images.gr-assets.com/books/1277148503s/125190.jpg
4844,225038,225038,1441544,34,152020683,9780152020680.0,"Edward Eager, N.M. Bodecker",1954.0,Half Magic,"Half Magic (Tales of Magic, #1)",en-US,3.94,28580,29719,1264,507,1478,7170,10600,9964,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4847,825081,825081,1223344,30,688128971,9780688128980.0,Kevin Henkes,1996.0,Lilly's Purple Plastic Purse,Lilly's Purple Plastic Purse,,4.2,24247,24382,888,363,1027,4189,6699,12104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4862,30122,30122,41394,15,60256710,9780060256720.0,Shel Silverstein,1976.0,The Missing Piece,The Missing Piece,,4.27,21207,22049,645,199,694,3306,6596,11254,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4869,1693617,1693617,736980,7,1570820872,9781570820880.0,Don Ferguson,1994.0,Disney's the Lion King (Disney Classic Series),Disney's the Lion King,en-US,4.49,19553,19564,77,156,432,2182,3598,13196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4877,11301,11301,13809,30,7175191,9780007175190.0,Dr. Seuss,1940.0,Horton Hatches the Egg,Horton Hatches the Egg,eng,4.14,29676,30959,580,588,1341,5981,8275,14774,https://images.gr-assets.com/books/1408927129m/11301.jpg,https://images.gr-assets.com/books/1408927129s/11301.jpg
4883,867650,867650,2768040,14,307960307,9780307960310.0,"Diane Muldrow, J.P. Miller",1954.0,The Little Red Hen (Little Golden Book),The Little Red Hen (Little Golden Book),,4.2,22932,23043,269,227,812,4691,5715,11598,https://images.gr-assets.com/books/1320489925m/867650.jpg,https://images.gr-assets.com/books/1320489925s/867650.jpg
4886,773606,773606,214429,43,670447161,9780670447170.0,Ludwig Bemelmans,1953.0,Madeline's Rescue,Madeline's Rescue,eng,4.24,24495,24648,364,195,735,4405,7017,12296,https://images.gr-assets.com/books/1355323337m/773606.jpg,https://images.gr-assets.com/books/1355323337s/773606.jpg
4888,659622,659622,3311863,52,067172942X,9780671729420.0,V.C. Andrews,1987.0,Garden of Shadows,"Garden of Shadows (Dollanganger, #5)",eng,3.88,23139,24825,587,392,1810,6511,7703,8409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4891,93768,93768,857019,40,786932171,9780786932180.0,"Margaret Weis, Tracy Hickman",1986.0,War of the Twins,"War of the Twins (Dragonlance: Legends, #2)",eng,4.11,21559,23615,187,116,817,4754,8513,9415,https://images.gr-assets.com/books/1390667903m/93768.jpg,https://images.gr-assets.com/books/1390667903s/93768.jpg
4902,74256,74256,123908,81,2070364232,9782070364240.0,"René Goscinny, Jean-Jacques Sempé",1959.0,Le Petit Nicolas,"Le Petit Nicolas (Le petit Nicolas, #1)",fre,4.13,24796,27363,514,343,1052,5006,9303,11659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4916,8967,8967,11862,59,316000957,9780316000960.0,Darren Shan,2001.0,"Trials of Death (Cirque du Freak, #5) ","Trials of Death (Cirque Du Freak, #5)",,4.25,22157,24259,620,126,725,3793,7871,11744,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4933,465904,465904,3310352,56,893662135,9780893662130.0,Anne McCaffrey,1988.0,"Dragonsdawn (Pern: Dragonriders of Pern, #6)","Dragonsdawn (Pern, #9)",,4.17,25824,28388,443,115,795,5411,9832,12235,https://images.gr-assets.com/books/1304015693m/465904.jpg,https://images.gr-assets.com/books/1304015693s/465904.jpg
4937,903,903,1731888,25,808553038,9780808553040.0,Zilpha Keatley Snyder,1967.0,The Egypt Game,"The Egypt Game (Game, #1)",eng,3.81,26657,28206,1140,798,2070,7229,9716,8393,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4941,260025,260025,1568418,38,786933887,9780786933880.0,"Margaret Weis, Tracy Hickman",1986.0,"Test of the Twins (Dragonlance Legends, #3)","Test of the Twins (Dragonlance: Legends, #3)",eng,4.16,21047,23195,206,108,727,4322,8252,9786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4947,515905,515905,2141767,12,1423102991,9781423102990.0,Mo Willems,2007.0,Knuffle Bunny Too: A Case of Mistaken Identity,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",en-US,4.28,23396,23497,723,310,788,3355,6518,12526,https://images.gr-assets.com/books/1327894604m/515905.jpg,https://images.gr-assets.com/books/1327894604s/515905.jpg
4952,273511,273511,2409881,36,60744510,9780060744520.0,Erin Hunter,2005.0,Midnight,"Midnight (Warriors: The New Prophecy, #1)",eng,4.26,24650,25744,766,374,920,3939,6899,13612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4965,33569,33569,3200846,43,140389660,9780140389660.0,S.E. Hinton,1971.0,"That Was Then, This Is Now","That Was Then, This Is Now",en-US,3.89,22946,24028,1384,311,1327,6324,8776,7290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4966,6164358,6164358,6343668,37,307582396,9780307582390.0,"Trenton Lee Stewart, Del Roy",2009.0,The Mysterious Benedict Society and the Prisoner's Dilemma,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",,4.28,23448,26530,1325,189,589,3854,8938,12960,https://images.gr-assets.com/books/1320473034m/6164358.jpg,https://images.gr-assets.com/books/1320473034s/6164358.jpg
4975,4835838,4835838,4901046,18,545052394,9780545052400.0,Wendy Mass,2009.0,11 Birthdays,"11 Birthdays (Willow Falls, #1)",eng,4.18,22339,23427,2132,248,804,4099,7652,10624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4982,426625,426625,1167774,29,60542098,9780060542090.0,"Jane O'Connor, Robin Preiss Glasser",2005.0,Fancy Nancy,Fancy Nancy,,4.15,21619,21741,792,483,1079,3876,5647,10656,https://images.gr-assets.com/books/1376473636m/426625.jpg,https://images.gr-assets.com/books/1376473636s/426625.jpg
4984,21535019,21535019,40863995,65,141971189X,9781419711890.0,Jeff Kinney,2014.0,The Long Haul ,"The Long Haul (Diary of a Wimpy Kid, #9)",eng,4.33,21822,27595,2456,528,896,3526,6724,15921,https://images.gr-assets.com/books/1408500992m/21535019.jpg,https://images.gr-assets.com/books/1408500992s/21535019.jpg
4985,169871,169871,1045176,25,152046917,9780152046910.0,"Patricia C. Wrede, Peter de Sève",1985.0,,"Talking to Dragons (Enchanted Forest Chronicles, #4)",en-US,4.19,27948,29038,546,272,915,5074,9550,13227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4993,43908,43908,1175877,41,380720868,9780380720870.0,Raymond E. Feist,1994.0,"Shadow of a Dark Queen (The Serpentwar Saga, #1)","Shadow of a Dark Queen (The Serpentwar Saga, #1)",eng,4.02,20847,22141,189,125,736,5071,8953,7256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5003,386234,386234,375913,8,030711838X,9780307118390.0,Mercer Mayer,1975.0,Just for You,Just for You (Little Critter),eng,4.25,22965,22979,114,265,812,4050,5630,12222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5012,6496815,6496815,6688299,39,446504122,9780446504130.0,"Po Bronson, Ashley Merryman",2008.0,NurtureShock: New Thinking About Children,NurtureShock: New Thinking About Children,en-US,4.04,17310,20054,2789,218,733,3803,8585,6715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5020,39980,39980,39678,30,142300705,9780142300700.0,Richard Peck,2000.0,A Year Down Yonder,"A Year Down Yonder (A Long Way from Chicago, #2)",eng,4.1,23310,24350,1635,454,1004,4422,8278,10192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5028,53580,53580,52255,15,671449028,9780671449020.0,Sandra Boynton,1982.0,The Going-To-Bed Book,The Going-To-Bed Book,en-US,4.22,21078,21374,458,281,757,3667,6038,10631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5029,112675,112675,108493,45,64473627,9780064473620.0,Louise Rennison,2001.0,Knocked out by my nunga-nungas,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",en-US,3.97,24077,26587,590,400,1362,6431,8864,9530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5045,3304,3304,1266827,93,60535032,9780060535030.0,"Isabel Allende, Margaret Sayers Peden",2002.0,La ciudad de las bestias,"City of the Beasts (Eagle and Jaguar, #1)",eng,3.69,15497,22122,1155,635,2134,6280,7515,5558,https://images.gr-assets.com/books/1331488122m/3304.jpg,https://images.gr-assets.com/books/1331488122s/3304.jpg
5048,23225,23225,3239545,45,60751649,9780060751650.0,Meg Cabot,2003.0,Haunted,"Haunted (The Mediator, #5)",eng,4.15,29460,31368,681,195,998,5959,10981,13235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5049,28553,28553,1592020,45,689860064,9780689860060.0,Anne McCaffrey,1979.0,"Dragondrums (Pern: Harper Hall, #3)","Dragondrums (Harper Hall, #3)",eng,4.04,25473,27874,429,109,1035,6595,9959,10176,https://images.gr-assets.com/books/1410942131m/28553.jpg,https://images.gr-assets.com/books/1410942131s/28553.jpg
5056,18005,18005,1878218,18,152018484,9780152018480.0,"Melinda Long, David Shannon",2003.0,How I Became a Pirate,How I Became a Pirate,eng,4.07,21554,21612,512,373,1157,4425,6333,9324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5066,207802,207802,2156005,24,60730269,9780060730260.0,Katherine Hannigan,2004.0,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World","Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",eng,3.86,20551,20914,1639,505,1491,5255,6759,6904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5069,895886,895886,1065795,93,805072063,9780805072070.0,"Eric Knight, Marguerite Kirmse",1940.0,Lassie Come-Home,Lassie Come-Home,,4.16,19100,19661,198,310,814,3632,5564,9341,https://images.gr-assets.com/books/1316130656m/895886.jpg,https://images.gr-assets.com/books/1316130656s/895886.jpg
5071,1013383,1013383,999507,41,333710932,9780333710940.0,"Julia Donaldson, Axel Scheffler",1999.0,The Gruffalo,The Gruffalo,eng,4.47,19609,21214,1083,173,431,2028,5211,13371,https://images.gr-assets.com/books/1329674496m/1013383.jpg,https://images.gr-assets.com/books/1329674496s/1013383.jpg
5075,352262,352262,1484561,89,316737372,9780316737370.0,Cressida Cowell,2003.0,How to train your dragon,"How to Train Your Dragon (How to Train Your Dragon, #1)",en-US,3.85,23042,26323,3053,548,1840,6689,9091,8155,https://images.gr-assets.com/books/1431930187m/352262.jpg,https://images.gr-assets.com/books/1431930187s/352262.jpg
5089,764903,764903,1925199,82,006008460X,9780060084610.0,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948.0,Cheaper by the Dozen,Cheaper by the Dozen,eng,3.99,26266,28494,1557,355,1284,6465,10435,9955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5108,82751,82751,1429851,29,440228654,9780440228650.0,Adeline Yen Mah,1999.0,Chinese Cinderella: The True Story of an Unwanted Daughter,Chinese Cinderella: The True Story of an Unwanted Daughter,en-US,4.04,21410,24097,2241,300,995,4798,9366,8638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5114,91247,91247,708860,48,192751034,9780192751030.0,"Beverly Cleary, Alan Tiegreen",1984.0,Ramona and Her Father,"Ramona and Her Father (Ramona, #4)",eng,4.02,22181,23472,532,366,897,5358,8193,8658,https://images.gr-assets.com/books/1408925643m/91247.jpg,https://images.gr-assets.com/books/1408925643s/91247.jpg
5136,215542,215542,524457,30,689869126,9780689869130.0,D.J. MacHale,2005.0,The Rivers of Zadaa,"The Rivers of Zadaa (Pendragon, #6)",eng,4.19,20264,20945,317,200,652,3562,7165,9366,https://images.gr-assets.com/books/1432151614m/215542.jpg,https://images.gr-assets.com/books/1432151614s/215542.jpg
5143,97860,97860,3036058,20,395870828,9780395870820.0,David Wiesner,1991.0,Tuesday,Tuesday,,4.17,21366,21869,1627,444,971,3555,6251,10648,https://images.gr-assets.com/books/1328870556m/97860.jpg,https://images.gr-assets.com/books/1328870556s/97860.jpg
5145,13986,13986,834071,26,886773784,9780886773790.0,Mercedes Lackey,1987.0,Arrows of the Queen (Heralds of Valdemar #1),"Arrows of the Queen (Heralds of Valdemar, #1)",en-US,4.16,26844,27646,770,273,921,4971,9367,12114,https://images.gr-assets.com/books/1296358547m/13986.jpg,https://images.gr-assets.com/books/1296358547s/13986.jpg
5151,277191,277191,1603405,53,689859392,9780689859400.0,"Holly Black, Tony DiTerlizzi",2004.0,The Ironwood Tree,"The Ironwood Tree (The Spiderwick Chronicles, #4)",eng,3.92,27293,28206,670,278,1417,7705,9741,9065,https://images.gr-assets.com/books/1417954144m/277191.jpg,https://images.gr-assets.com/books/1417954144s/277191.jpg
5152,159582,159582,583534,94,689846231,9780689846240.0,Marjorie Kinnan Rawlings,1930.0,The Yearling,The Yearling,eng,3.99,21797,22845,865,628,1284,4723,7327,8883,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5159,8968,8968,11863,66,316000973,9780316000970.0,Darren Shan,2002.0,"The Vampire Prince (Cirque Du Freak, #6)","The Vampire Prince (Cirque Du Freak, #6)",,4.23,20877,22989,546,140,695,3785,7526,10843,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5194,199786,199786,227520,49,60725125,9780060725130.0,Meg Cabot,2001.0,Ninth Key,"Ninth Key (The Mediator, #2)",eng,4.07,29922,32154,862,130,1117,7226,11740,11941,https://images.gr-assets.com/books/1327954597m/199786.jpg,https://images.gr-assets.com/books/1327954597s/199786.jpg
5199,6202556,6202556,6383049,46,805088415,9780805088410.0,Jacqueline Kelly,2009.0,The Evolution of Calpurnia Tate,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",en-US,3.97,22291,24382,4019,589,1194,4768,9552,8279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5207,24818,24818,946589,28,836217357,9780836217350.0,Bill Watterson,1993.0,The Days Are Just Packed: A Calvin and Hobbes Collection,The Days Are Just Packed: A Calvin and Hobbes Collection,en-US,4.68,19143,20374,228,114,149,942,3636,15533,https://images.gr-assets.com/books/1418211162m/24818.jpg,https://images.gr-assets.com/books/1418211162s/24818.jpg
5213,569346,569346,556398,12,1591169283,9781591169280.0,"Arina Tanemura, Tomo Kimura",2001.0,満月をさがして 1,"Full Moon o Sagashite, Vol. 1",eng,4.06,19443,19640,183,751,1307,3549,4359,9674,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5221,248470,248470,240752,19,1582349010,9781582349020.0,Shannon Hale,2006.0,River Secrets,"River Secrets (The Books of Bayern, #3)",,4.03,27399,28983,2249,283,949,6330,11402,10019,https://images.gr-assets.com/books/1362875702m/248470.jpg,https://images.gr-assets.com/books/1362875702s/248470.jpg
5232,18884,18884,968051,20,345422554,9780345422550.0,"David Eddings, Leigh Eddings",1997.0,Polgara the Sorceress,Polgara the Sorceress (Malloreon),,4.07,22802,23895,305,252,1227,4897,7701,9818,https://images.gr-assets.com/books/1403179783m/18884.jpg,https://images.gr-assets.com/books/1403179783s/18884.jpg
5253,525995,525995,428054,27,395304482,9780395304490.0,Chris Van Allsburg,1981.0,Jumanji,Jumanji,en-US,4.03,21961,22344,1221,368,1065,4792,7312,8807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5260,128092,128092,1948820,44,60757353,9780060757360.0,Paul Zindel,1968.0,The Pigman,"The Pigman (The Pigman, #1)",eng,3.58,21278,22807,1156,867,2438,7087,7474,4941,https://images.gr-assets.com/books/1393796714m/128092.jpg,https://images.gr-assets.com/books/1393796714s/128092.jpg
5267,1166131,1166131,1153817,38,068987779X,9780689877800.0,Robert Muchamore,2004.0,"The Recruit (Cherub, #1)","The Recruit (Cherub, #1)",eng,4.22,19679,22294,1626,278,748,3258,7476,10534,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5301,444381,444381,3193161,326,140367462,9780140367460.0,"George MacDonald, Arthur Hughes",1872.0,The Princess and the Goblin,"The Princess and the Goblin  (Princess Irene and Curdie, #1)",eng,4.0,21200,23691,1291,331,1085,5346,8431,8498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5303,310272,310272,2069970,25,7169957,9780007169960.0,Dr. Seuss,1974.0,There's a Wocket in My Pocket,There's a Wocket in My Pocket!,en-GB,4.02,23852,25489,652,458,1492,5936,6835,10768,https://images.gr-assets.com/books/1327448521m/310272.jpg,https://images.gr-assets.com/books/1327448521s/310272.jpg
5311,194755,194755,2410127,76,224064924,9780224064930.0,"Roald Dahl, Quentin Blake",1990.0,Esio Trot,Esio Trot,eng,3.74,22062,25196,1252,470,1874,7938,8424,6490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5321,256598,256598,242692,57,60766212,9780060766210.0,"Joseph Delaney, Patrick  Arrasmith",2005.0,The Spook's Curse,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",,4.1,18513,21917,942,146,670,4351,8401,8349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5322,395851,395851,385351,72,006102001X,9780061020020.0,L.J. Smith,1991.0,The Struggle,"The Struggle (The Vampire Diaries, #2)",eng,3.5,23840,29037,1058,1337,4057,9093,7745,6805,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5351,141019,141019,135917,84,736421866,9780736421870.0,Walt Disney Company,1812.0,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs (Little Golden Book),,4.18,20021,20343,194,307,925,3936,4769,10406,https://images.gr-assets.com/books/1320524015m/141019.jpg,https://images.gr-assets.com/books/1320524015s/141019.jpg
5372,199785,199785,2013729,50,60725133,9780060725140.0,Meg Cabot,2001.0,Reunion,"Reunion (The Mediator, #3)",eng,4.09,28944,30937,664,167,996,6742,11083,11949,https://images.gr-assets.com/books/1327954705m/199785.jpg,https://images.gr-assets.com/books/1327954705s/199785.jpg
5380,824734,824734,933480,56,679824111,9780679824110.0,"Mary Pope Osborne, Salvatore Murdocca",2002.0,Dinosaurs Before Dark,"Dinosaurs Before Dark (Magic Tree House, #1)",eng,3.87,22533,23439,1857,611,1649,6170,6669,8340,https://images.gr-assets.com/books/1320508235m/824734.jpg,https://images.gr-assets.com/books/1320508235s/824734.jpg
5383,23224,23224,2013708,40,60725141,9780060725140.0,Meg Cabot,2001.0,Darkest Hour,"Darkest Hour (The Mediator, #4)",eng,4.16,28104,29910,685,140,791,5686,10675,12618,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5390,4415692,4415692,4463856,26,141691420X,9781416914200.0,D.J. MacHale,2009.0,The Soldiers of Halla,"The Soldiers of Halla (Pendragon, #10)",en-US,4.27,19502,19934,522,343,734,2903,5214,10740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5391,301022,301022,292089,35,385732074,9780385732080.0,E. Lockhart,2005.0,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)","The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",en-US,3.49,22687,24018,1724,1180,2926,7723,7355,4834,https://images.gr-assets.com/books/1342343845m/301022.jpg,https://images.gr-assets.com/books/1342343845s/301022.jpg
